"LTER_site","local_site","year","date","time","pH","cond","ANC","acid","alkal","H+","NH4+","Ca++","Mg++","Na+","K+","Cl-","NO3-","SO4--","PO4---","Si","cat_sum","an_sum","chg_bal","TN","TDN","PN","DON","IN","TP","TDP","PP","DOP","IP","d18O","d18O_sdev","dDeut","dD_sdev","D_excess","Trit","T_sdev","TOC","DOC","POC","comments"
"NWT","ALBION",1990,1990-11-01,"DNS","5.53","24.5","172.26","NP","NP","2.95","NP","82.33","20.98","21.32","4.09","3.103","4.098","70.163","NP","24.228","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1990,1990-11-29,"DNS","5.5","26.2","183.9","NP","NP","3.16","NP","82.24","19.99","41.76","5.91","3.385","9.015","73.911","NP","20.035","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1990,1990-12-28,"DNS","5.5","28.6","200.29","NP","NP","3.16","NP","88.62","25.83","29.15","7.03","3.949","10.162","79.116","NP","20.933","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1991,1991-02-01,"DNS","6.02","29.4","NP","NP","NP","0.95","NP","97.16","21.8","25.66","9.59","4.94","14.1","72.05","NP","38.72","155.16","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1991,1991-03-01,"DNS","4.96","29.4","116.37","NP","NP","10.96","NP","122.8","25.99","22.62","9.95","4.54","14.77","72.06","NP","37.11","192.32","207.74","-0.04","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1991,1991-03-29,"DNS","5.42","29.2","119.32","NP","NP","3.8","NP","131.14","28.05","27.84","8.34","5.08","12.92","72.01","NP","37.39","199.17","209.32","-0.02","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1991,1991-05-03,"DNS","4.89","29.3","123.91","NP","NP","12.88","NP","126.8","30.19","46.11","9.9","8.58","9.69","70.52","NP","44.56","225.88","212.69","0.03","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1991,1991-05-17,"DNS","4.79","32.8","120.79","NP","NP","16.22","NP","123.4","37.35","30.88","12.04","6.91","9.97","68.9","NP","62.17","219.89","206.57","0.03","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1991,1991-05-24,"DNS","5.09","28.5","111.45","NP","NP","8.13","NP","98.05","34.06","29.93","11.53","6.83","10.24","58.85","NP","69.59","181.7","187.36","-0.02","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1991,1991-05-31,"DNS","5.6","23.8","104.24","NP","NP","2.51","NP","79.09","26.32","27.49","8.95","5.39","10.81","55.08","NP","57.41","144.36","175.52","-0.1","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1991,1991-06-06,"DNS","5.9","22.2","110.47","NP","NP","1.26","NP","98.2","26.98","24.66","7.29","4.85","11.32","52.82","NP","56.11","158.39","179.47","-0.06","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1991,1991-06-13,"DNS","6.4","27","136.04","NP","NP","0.4","NP","76.1","24.27","30.62","11.33","NP","NP","NP","NP","54.53","142.72","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1991,1991-06-27,"DNS","6.17","19.8","125.55","NP","NP","0.68","NP","85.78","23.69","23.84","11.81","1.41","7.1","59.25","NP","36.03","145.8","193.31","-0.14","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1991,1991-07-11,"DNS","6.35","19.4","115.55","NP","NP","0.45","NP","93.81","22.79","25.8","11.89","8.97","7.48","66.09","NP","23.31","154.74","198.09","-0.12","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1991,1991-07-23,"DNS","6.53","20","129.81","NP","NP","0.3","NP","90.07","22.13","25.14","6.8","5.64","7.34","63.36","NP","21.45","144.44","206.15","-0.18","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1991,1991-08-08,"DNS","6.64","18.7","119.97","NP","NP","0.23","NP","88.57","21.47","25.49","6.29","5.64","7.5","57.89","NP","19.75","142.05","191","-0.15","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1991,1991-08-22,"DNS","6.78","19.1","160.29","NP","NP","0.17","NP","107.04","21.47","26.19","10.05","9.79","11.38","49.2","NP","21.05","164.92","230.66","-0.17","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1991,1991-09-05,"DNS","6.89","19.6","137.01","NP","NP","0.13","NP","106.49","22.29","26.71","12.89","8.26","5.81","62.46","NP","24.93","168.51","213.54","-0.12","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1991,1991-09-19,"DNS","5.29","19.5","163.89","NP","NP","5.13","NP","104.09","22.62","26.62","5.19","1.29","9.33","63.72","NP","28.59","163.65","238.23","-0.19","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1991,1991-10-03,"DNS","5.86","21.7","NP","NP","NP","1.38","NP","118.06","25.67","28.93","6.96","2.18","8.14","69.07","NP","34.41","181","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1991,1991-10-24,"DNS","5.65","24.3","NP","NP","NP","2.24","NP","129.89","28.3","31.62","5.65","1","5.79","74.82","NP","43.61","197.7","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1991,1991-10-31,"DNS","5.88","24","127.99","NP","NP","1.32","NP","139.12","27.89","31.32","6.55","5.75","10.89","67.59","NP","41.93","206.2","212.22","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1991,1991-11-28,"DNS","5.08","23.2","123.57","NP","NP","8.32","NP","110.33","26.41","30.49","5.96","6.9","5.1","74.59","NP","36.68","181.51","210.16","-0.07","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1991,1991-12-26,"DNS","7.33","46.2","NP","NP","NP","0.05","NP","205.49","54.79","54.46","7.06","6.8","11.95","91.79","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-01-02,"1110","7.42","NP","NP","NP","NP","0.04","NP","NP","57.58","70.03","14.58","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-01-17,"1300","NP","48","NP","NP","NP","NP","NP","NP","66.63","97","15.09","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-01-31,"DNS","7.21","50","NP","NP","NP","0.06","NP","NP","63.75","81.34","17.9","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-02-26,"DNS","NP","45","NP","NP","NP","NP","NP","NP","60.88","74.82","12.79","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-03-26,"DNS","NP","45.6","NP","NP","NP","NP","NP","NP","66.63","79.6","13.04","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-05-01,"1345","7.06","31.5","NP","NP","NP","0.09","NP","NP","42.78","41.76","20.2","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-05-06,"1130","7.12","30","NP","NP","NP","0.08","NP","NP","38.66","37.41","12.79","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-05-14,"DNS","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-05-21,"0730","NP","24.5","NP","NP","NP","NP","NP","NP","27.15","36.97","7.67","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-05-28,"0730","6.81","23.6","145.43","NP","NP","0.15","NP","150.26","25.5","40.89","6.65","<0.28","6.35","72.04","NP","73.24","223.45","223.82","0","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-06-04,"0730","6.86","26.4","142.84","NP","NP","0.14","NP","163.08","27.97","40.45","6.39","1.33","11.77","84.42","NP","88.62","238.03","240.36","0","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-06-11,"0710","6.85","23","137.65","NP","NP","0.14","NP","151.41","25.5","43.06","5.88","3.02","13.08","73.93","NP","89.8","226","227.68","0","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-06-18,"DNS","6.88","22.7","133.08","NP","NP","0.13","NP","148.52","24.68","39.58","4.09","3.92","11.64","70.37","NP","102.83","217.01","219.02","0","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-06-25,"DNS","6.63","23.9","97.46","NP","NP","0.23","NP","150.26","25.5","28.71","7.16","0.76","17.77","103.12","NP","41.55","211.86","219.12","-0.02","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-07-02,"DNS","6.81","20.6","105.65","NP","NP","0.15","NP","133.96","22.21","29.14","8.7","1.07","5.76","85.92","NP","35.28","194.17","198.4","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-07-09,"DNS","6.67","15.3","62.13","NP","NP","0.21","NP","94.3","13.98","18.7","4.32","2.62","12.5","59.98","NP","24.35","131.52","137.23","-0.02","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-07-23,"DNS","6.68","23.9","108.32","NP","NP","0.21","NP","147.36","26.32","31.32","7.67","3.84","20.29","85.8","NP","34.96","212.89","218.24","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-08-04,"DNS","6.88","20","129.17","NP","NP","0.13","NP","146.78","26.32","32.62","6.91","2.71","7.4","75.87","NP","32.65","212.77","215.15","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-08-13,"DNS","7.16","21.5","123.24","NP","NP","0.07","NP","156.09","25.5","32.19","6.14","4.26","17.19","79.8","NP","37.95","219.99","224.49","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-08-27,"DNS","6.85","21","117.27","NP","NP","0.14","NP","139.75","24.43","30.88","7.67","2.48","7.84","78.55","NP","31.12","202.88","206.14","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-09-10,"DNS","6.79","22.7","127.05","NP","NP","0.16","NP","156.38","26.32","33.93","6.91","3.95","12.21","84.28","NP","34.57","223.7","227.49","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-09-24,"DNS","6.79","23.8","135.8","NP","NP","0.16","NP","159.6","26.32","35.67","7.93","4.48","7.58","84.72","NP","34.89","229.69","232.58","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-10-08,"DNS","6.86","17.72","99.59","NP","NP","0.14","NP","128.71","22.21","28.71","7.93","4.78","7.7","80.15","NP","29.41","187.7","192.22","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-10-22,"1230","6.78","21.9","124.19","NP","NP","0.17","NP","147.94","24.68","32.62","7.16","4.06","5.58","81.93","NP","27.27","212.57","215.76","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-11-12,"DNS","6.83","20.4","83.04","NP","NP","0.15","NP","129.87","22.21","27.84","6.39","7.64","17.45","85.4","NP","32.12","186.46","193.54","-0.02","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-11-26,"DNS","6.8","19.68","104.86","NP","NP","0.16","NP","136.28","23.03","30.45","6.39","4.23","6.45","85.4","NP","30.48","196.31","200.95","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-12-10,"DNS","7.05","43.7","287.54","NP","NP","0.09","NP","303.52","55.94","65.25","9.97","6.09","15.31","124","NP","116.82","434.77","432.94","0","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1992,1992-12-29,"1400","7.07","43.2","268.34","NP","NP","0.09","NP","268.58","49.36","71.77","9.21","4.82","17.47","105.14","NP","127.43","399","395.77","0","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-01-05,"1145","6.77","41.5","283.74","NP","NP","0.17","NP","301.21","27.15","73.51","8.18","7.7","<0.16","117.07","NP","176.39","410.22","408.51","0","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-01-29,"1410","7.02","41.1","252.45","NP","NP","0.1","2.86","223.49","51.83","74.82","8.7","4.65","11.98","86.32","NP","87.91","361.77","355.41","0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-03-01,"1400","7.3","49.2","355.45","NP","NP","0.05","4.57","317.41","72.39","76.21","8.8","5.78","6.91","102.52","NP","143.35","479.43","470.66","0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-03-26,"0945","6.81","25.2","158.29","NP","NP","0.15","2.71","190.14","37.27","38.97","6.65","3.19","7.9","109.83","NP","50.31","275.9","279.21","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-04-30,"1130","6.65","34.8","190.93","NP","NP","0.22","1.93","223.08","46.48","45.45","7.19","4.68","15.47","115.63","NP","70.82","324.36","326.71","0","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-05-12,"1030","6.7","34.3","192.61","NP","NP","0.2","0.64","219.35","44.75","44.11","8.8","4.96","13.06","108.91","NP","68.68","317.84","319.55","0","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-05-20,"1510","6.67","27","148.46","NP","NP","0.21","0.93","177.41","35.46","36.93","7.98","4.6","13.97","94.98","NP","62.49","258.92","262","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-05-27,"1530","6.74","23.1","124.68","NP","NP","0.18","3.07","154.93","31.67","35.23","7.44","4.68","21.97","85.13","NP","60.17","232.53","236.46","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-06-03,"0800","7.07","24.2","133.79","NP","NP","0.09","0.14","151.95","28.87","35.58","5.58","3.7","7.1","80.05","NP","61.24","222.21","224.63","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-06-10,"0730","7.29","25.8","144.53","NP","NP","0.05","0.93","164.68","30.19","37.15","5.24","4.15","7.26","84.76","NP","71.14","238.24","240.69","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-06-17,"0720","6.87","23.5","124.86","NP","NP","0.13","0.29","138.46","25.5","32.8","4.71","3.58","8.34","67.1","NP","61.6","201.88","203.88","0","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-06-24,"0810","7.17","20.9","109.78","NP","NP","0.07","0.36","128.76","23.69","29.67","4.96","3.3","8.45","69.14","NP","52.7","187.5","190.67","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-07-01,"0705","6.58","19.59","118.26","NP","NP","0.26","0.43","120.56","22.05","31.14","2.81","3.3","2.73","53.53","NP","62.42","177.26","177.81","0","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","date recorded as 1993-06-31; inferred to be 1993-07-01"
"NWT","ALBION",1993,1993-07-08,"0705","7.12","23.7","146.22","NP","NP","0.08","0.5","146.92","28.05","36.1","3.07","2.23","2.77","63.5","NP","71.96","214.72","214.72","0","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-07-15,"0705","7.11","19.04","94.8","NP","NP","0.08","0.43","114.24","21.96","25.51","5.09","4.43","8.58","63.11","NP","35.57","167.31","170.91","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-07-22,"0700","7.2","19.53","101.09","NP","NP","0.06","0.14","115.67","21.8","25.05","6.14","3.72","8.18","58.75","NP","17.34","168.87","171.74","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-07-29,"1500","7.34","19.01","99.3","NP","NP","0.05","<0.71","112.51","21.31","27.58","4.86","2.71","7.11","59.96","NP","26.28","166.3","169.08","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-08-05,"0700","6.87","20.3","50.77","NP","NP","0.13","0.79","118.83","22.62","27.88","6.65","75.31","6.45","58.4","NP","5.91","176.9","190.93","-0.04","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-08-12,"0705","7","14.49","103.93","NP","NP","0.1","0.21","113.22","21.47","25.27","4.6","2.06","6.03","54.94","NP","23.45","164.88","166.96","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-08-19,"0715","6.92","19.88","109.52","NP","NP","0.12","1.71","120.21","22.21","24.36","4.96","2.09","5.23","55.86","NP","19.62","173.57","172.69","0","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-08-26,"0700","7.02","19.73","114.38","NP","NP","0.1","0.96","120.92","22.54","24.36","5.24","2.26","4.73","56.28","NP","16.27","174.12","177.64","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-09-02,"0715","6.93","20.3","131.37","NP","NP","0.12","0.86","128.04","24.27","25.01","5.01","2.48","3.81","57.8","NP","10.24","183.31","195.45","-0.03","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-09-09,"0935","7.1","20.9","127.77","NP","NP","0.08","0.82","134.32","25.34","27.88","5.01","2.76","3.76","61.67","NP","14.06","193.45","195.96","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-09-23,"1400","7.12","21.2","127.51","NP","NP","0.08","1.21","134.32","24.84","27.88","5.27","2.65","2.53","61.56","NP","22.64","193.6","194.26","0","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-09-30,"1500","7.03","20.2","118.03","NP","NP","0.09","0.32","129.51","23.77","26.62","5.98","2.45","1.79","61.46","NP","20.05","186.31","183.73","0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-10-07,"0730","6.58","22.3","147.07","NP","NP","0.26","0.5","145.89","26.16","29.49","6.75","2.85","1.94","62.56","NP","22.15","209.06","214.43","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-10-14,"1130","7.11","21.4","128.26","NP","NP","0.08","<0.71","140.69","26","28.19","5.98","3.61","1.85","64.69","NP","24.85","200.93","198.41","0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-10-28,"1245","6.99","22","124.8","NP","NP","0.1","1.53","132.45","26.16","28.84","5.73","2.65","1.66","62.15","NP","21.29","194.81","191.26","0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-11-11,"1315","6.71","21.9","123","NP","NP","0.19","0.36","138.46","26","29.19","5.73","29.31","1.97","70.79","NP","21.61","199.92","225.06","-0.06","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-11-25,"DNS","6.82","20.8","118.39","NP","NP","0.15","0.43","130.27","24.84","27.88","5.73","6.23","2.14","66.17","NP","20.19","189.3","192.93","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-12-16,"1100","6.72","20.9","117.25","NP","NP","0.19","0.93","131.34","24.68","27.93","5.86","14.95","2.42","72.41","NP","19.83","190.92","207.03","-0.04","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1993,1993-12-30,"DNS","6.83","21.2","110.71","NP","NP","0.15","1.14","130.8","25.34","27.93","6.14","10.3","2.85","72.91","NP","22.11","191.49","196.77","-0.01","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1994,1994-01-11,"1015","6.94","21.05","116.39","NP","NP","0.11","0.62","134.1","24.68","27.93","6.14","7.59","3.02","72.18","NP","20.15","193.57","199.18","-0.01","NP","NP","NP","NP","3.63","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
"NWT","ALBION",1994,1994-01-28,"1245","6.8","21.4","111.42","NP","NP","0.16","1.5","137.57","25.34","28.4","6.8","2.99","3.31","75.74","NP","20.69","199.77","193.46","0.02","NP","NP","NP","NP","4.81","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NP","NaN"
